Crew Mission Name,Name,EVA Number,Start Date,End Date,Duration,Moonwalk,Stand Up Only,Deep Space,Traveler launch date,Launching spacecraft,Destination
Expedition 59,David Saint-Jacques,405,08-Apr-19,08-Apr-19,06:29:00,FALSE,FALSE,FALSE,03-12-2018,Soyuz MS-11,ISS
Expedition 59,Oleg Kononenko,406,29-May-19,29-May-19,06:01:00,FALSE,FALSE,FALSE,03-12-2018,Soyuz MS-11,ISS
Expedition 59,Aleksey Ovchinin,406,29-May-19,29-May-19,06:01:00,FALSE,FALSE,FALSE,14-03-2019,Soyuz MS-12,ISS
Expedition 60,Nick Hague,407,21-Aug-19,21-Aug-19,06:32:00,FALSE,FALSE,FALSE,14-03-2019,Soyuz MS-12,ISS
Expedition 60,Andrew Morgan,407,21-Aug-19,21-Aug-19,06:32:00,FALSE,FALSE,FALSE,20-07-2019,Soyuz MS-13,ISS
Expedition 61,Christina Koch,408,06-Oct-19,06-Oct-19,07:01:00,FALSE,FALSE,FALSE,14-03-2019,Soyuz MS-12,ISS
Expedition 61,Andrew Morgan,408,06-Oct-19,06-Oct-19,07:01:00,FALSE,FALSE,FALSE,20-07-2019,Soyuz MS-13,ISS
Expedition 61,Andrew Morgan,409,11-Oct-19,11-Oct-19,06:45:00,FALSE,FALSE,FALSE,20-07-2019,Soyuz MS-13,ISS
Expedition 61,Christina Koch,409,11-Oct-19,11-Oct-19,06:45:00,FALSE,FALSE,FALSE,14-03-2019,Soyuz MS-12,ISS
Expedition 61,Christina Koch,410,18-Oct-19,18-Oct-19,07:17:00,FALSE,FALSE,FALSE,14-03-2019,Soyuz MS-12,ISS
Expedition 61,Jessica Meir,410,18-Oct-19,18-Oct-19,07:17:00,FALSE,FALSE,FALSE,25-09-2019,Soyuz MS-15,ISS
Expedition 61,Luca Parmitano,411,15-Nov-19,15-Nov-19,06:39:00,FALSE,FALSE,FALSE,20-07-2019,Soyuz MS-13,ISS
Expedition 61,Andrew Morgan,411,15-Nov-19,15-Nov-19,06:39:00,FALSE,FALSE,FALSE,20-07-2019,Soyuz MS-13,ISS
Expedition 61,Luca Parmitano,412,22-Nov-19,22-Nov-19,06:33:00,FALSE,FALSE,FALSE,20-07-2019,Soyuz MS-13,ISS
Expedition 61,Andrew Morgan,412,22-Nov-19,22-Nov-19,06:33:00,FALSE,FALSE,FALSE,20-07-2019,Soyuz MS-13,ISS
Expedition 61,Luca Parmitano,413,02-Dec-19,02-Dec-19,06:02:00,FALSE,FALSE,FALSE,20-07-2019,Soyuz MS-13,ISS
Expedition 61,Andrew Morgan,413,02-Dec-19,02-Dec-19,06:02:00,FALSE,FALSE,FALSE,20-07-2019,Soyuz MS-13,ISS
Expedition 61,Christina Koch,414,15-Jan-20,15-Jan-20,07:29:00,FALSE,FALSE,FALSE,14-03-2019,Soyuz MS-12,ISS
Expedition 61,Jessica Meir,414,15-Jan-20,15-Jan-20,07:29:00,FALSE,FALSE,FALSE,25-09-2019,Soyuz MS-15,ISS
Expedition 61,Christina Koch,415,20-Jan-20,20-Jan-20,06:58:00,FALSE,FALSE,FALSE,14-03-2019,Soyuz MS-12,ISS
Expedition 61,Jessica Meir,415,20-Jan-20,20-Jan-20,06:58:00,FALSE,FALSE,FALSE,25-09-2019,Soyuz MS-15,ISS
Expedition 61,Andrew Morgan,416,25-Jan-20,25-Jan-20,06:16:00,FALSE,FALSE,FALSE,20-07-2019,Soyuz MS-13,ISS
Expedition 61,Luca Parmitano,416,25-Jan-20,25-Jan-20,06:16:00,FALSE,FALSE,FALSE,20-07-2019,Soyuz MS-13,ISS
Expedition 63,Christopher J. Cassidy,417,26-Jun-20,26-Jun-20,06:07:00,FALSE,FALSE,FALSE,09-04-2020,Soyuz MS-16,ISS
Expedition 63,Robert L. Behnken,417,26-Jun-20,26-Jun-20,06:07:00,FALSE,FALSE,FALSE,30-05-2020,SpaceX Demo-2,ISS
Expedition 63,Christopher J. Cassidy,418,01-Jul-20,01-Jul-20,06:01:00,FALSE,FALSE,FALSE,09-04-2020,Soyuz MS-16,ISS
Expedition 63,Robert L. Behnken,418,01-Jul-20,01-Jul-20,06:01:00,FALSE,FALSE,FALSE,30-05-2020,SpaceX Demo-2,ISS
Expedition 63,Christopher J. Cassidy,419,16-Jul-20,16-Jul-20,06:00:00,FALSE,FALSE,FALSE,09-04-2020,Soyuz MS-16,ISS
Expedition 63,Robert L. Behnken,419,16-Jul-20,16-Jul-20,06:00:00,FALSE,FALSE,FALSE,30-05-2020,SpaceX Demo-2,ISS
Expedition 63,Christopher J. Cassidy,420,21-Jul-20,21-Jul-20,05:29:00,FALSE,FALSE,FALSE,09-04-2020,Soyuz MS-16,ISS
Expedition 63,Robert L. Behnken,420,21-Jul-20,21-Jul-20,05:29:00,FALSE,FALSE,FALSE,30-05-2020,SpaceX Demo-2,ISS
